16781339,Laiteconce,136,4.066,"-3.500","-10.450","0100010414101720003067400350006000700000",COP,Phanauet_Channel
16781342,Riche,194,5.945,"-2.750",13.612,"0000AD0400000000000000000000000000000000",COP,Phanauet_Channel
16781346,Eunirange,173,4.397,"-2.000",-2.976,"01000C0300106620663066406650006000700000",COP,Phanauet_Channel
16785744,Chuaie,134,231.384,"-2.000","-531.830","010007041410172000300B400350006000700000",COP,Carpenters_Landing
16785745,Ratoulle,103,-133.959,"-2.000",60.839,"010006041410172000300B400350006000700000",COP,Carpenters_Landing
16785746,Felourie,107,-300.134,-1.999,505.016,"01000B041410262008300A400350006000700000",COP,Carpenters_Landing
16785748,Guilloud,248,"-123.770",-5.654,-469.062,"00008C0000000000000000000000000000000000",COP,Carpenters_Landing
16785754,Beugungel,195,-333.729,-5.538,475.647,"01000F0311107520003000400050006000700000",COP,Carpenters_Landing
16785769,Goblin Footprint,49,47.619,-6.104,-737.026,"0000340000000000000000000000000000000000",COP,Carpenters_Landing
16785771,Anguenet,45,214.672,-2.013,-527.561,"0100000300100F200F300F400F50006000700000",COP,Carpenters_Landing
16785772,Lourdaude,70,215.597,-1.689,-526.021,"0000AE0400000000000000000000000000000000",COP,Carpenters_Landing
16785773,Logging Point,"0",-203.982,"-6.850",-118.981,"0000770900000000000000000000000000000000",COP,Carpenters_Landing
16785774,Logging Point,"0",82.783,-6.864,-480.732,"0000770900000000000000000000000000000000",COP,Carpenters_Landing
16785775,Logging Point,"0",-203.024,"-6.850",117.348,"0000770900000000000000000000000000000000",COP,Carpenters_Landing
16785776,Logging Point,"0",82.783,-6.864,-480.732,"0000770900000000000000000000000000000000",COP,Carpenters_Landing
16785777,Cofisephe,177,210.327,-2.885,-532.511,"0100010414101720003003400350006000700000",COP,Carpenters_Landing
16785778,Coupulie,131,-313.585,-2.628,490.944,"0100000414102620083003400350006000700000",COP,Carpenters_Landing
16785779,Echanie,139,-148.424,-2.948,45.675,"010003041410172000300A400350006000700000",COP,Carpenters_Landing
16785785,Ethereal Junction,"0","126.090","-6.840","-440.030","00008F0900000000000000000000000000000000",SOA,Carpenters_Landing
16785786,Ethereal Junction,"0","152.890","-8.740","-511.440","00008F0900000000000000000000000000000000",SOA,Carpenters_Landing
16785787,Ethereal Junction,"0","77.980","-6.000","-603.000","00008F0900000000000000000000000000000000",SOA,Carpenters_Landing
16785788,Survival Guide,192,"225.000","-2.000","-528.000","0000810900000000000000000000000000000000",SURVIVAL_GUIDE,Carpenters_Landing
16789529,Gniyah Mischatt,64,"0.033","-3.000",2.725,"01000D0774108720003008400850006000700000",COP,Manaclipper
16789533,Khots Chalahko,192,"0.019",-3.674,-18.782,"0100060700106620663066406650006000700000",COP,Manaclipper
16793981,Fheli Lapatzuo,196,488.793,-3.003,709.473,"0100070714101F20003087400350006000700000",COP,Bibiki_Bay
16793982,Noih Tahparawh,72,-392.274,"-3.000",-385.541,"01000D0774108620003000400850006000700000",COP,Bibiki_Bay
16793986,Pohka Chichiyowahl,13,-416.388,-2.154,-430.095,"01000B077D106620083066400850006000700000",COP,Bibiki_Bay
16793987,Mep Nhapopoluko,16,"464.350","-5.000",752.731,"0100000700107A2066306A406650006000700000",COP,Bibiki_Bay
16793989,Toh Zonikki,60,-371.073,-0.929,-419.987,"0100090724100020083088400050006000700000",COP,Bibiki_Bay
16793990,Clamming Point,194,-307.816,-0.191,"-414.720","0000340000000000000000000000000000000000",COP,Bibiki_Bay
16793991,Clamming Point,244,-132.255,"0.257","-628.940","0000340000000000000000000000000000000000",COP,Bibiki_Bay
16793992,Clamming Point,253,-132.003,"0.260",-667.839,"0000340000000000000000000000000000000000",COP,Bibiki_Bay
16793993,Clamming Point,72,-328.517,-0.754,-903.955,"0000340000000000000000000000000000000000",COP,Bibiki_Bay
16793994,Clamming Point,53,-372.802,-0.153,-905.358,"0000340000000000000000000000000000000000",COP,Bibiki_Bay
16793995,Clamming Point,210,-351.823,-0.222,-934.048,"0000340000000000000000000000000000000000",COP,Bibiki_Bay
16793996,Clamming Point,137,-623.773,-0.863,-712.074,"0000340000000000000000000000000000000000",COP,Bibiki_Bay
16793997,Clamming Point,126,-624.433,-0.641,-671.316,"0000340000000000000000000000000000000000",COP,Bibiki_Bay
16794000,??? Warmachine,188,-345.236,-3.188,-976.563,"0000AC0100000000000000000000000000000000",COP,Bibiki_Bay
16794008,Weathered Boat,245,-618.845,-2.203,-697.396,"0000340000000000000000000000000000000000",COP,Bibiki_Bay
16794012,Rhalo Davigoh,16,-407.808,-3.037,-418.531,"00003A0300000000000000000000000000000000",COP,Bibiki_Bay
16794027,Goblin Footprint,149,"648.340",-21.044,877.174,"0000340000000000000000000000000000000000",COP,Bibiki_Bay
16794028,Tswe Panipahr,222,484.604,-3.035,729.671,"0100070779101F20003000408950FF6000700000",COP,Bibiki_Bay
16794037,Planar Rift,"0","-643.000","0.300","-655.000","00006F0900000000000000000000000000000000",VOIDWATCH,Bibiki_Bay
16794038,Planar Rift,"0","-275.000","0.300","-920.000","00006F0900000000000000000000000000000000",VOIDWATCH,Bibiki_Bay
16794039,Planar Rift,"0","-120.000","0.300","-629.000","00006F0900000000000000000000000000000000",VOIDWATCH,Bibiki_Bay
16794044,Ethereal Junction,"0","198.670","-28.000","562.660","00008F0900000000000000000000000000000000",SOA,Bibiki_Bay
16794045,Ethereal Junction,"0","361.160","-20.000","319.810","00008F0900000000000000000000000000000000",SOA,Bibiki_Bay
16794046,Survival Guide,"0","495.000","-3.000","728.000","0000810900000000000000000000000000000000",SURVIVAL_GUIDE,Bibiki_Bay
16798109,Fissure,"0",380.267,34.859,-179.655,"0000340000000000000000000000000000000000",COP,Uleguerand_Range
16798110,Fissure,"0",460.339,-29.137,220.311,"0000340000000000000000000000000000000000",COP,Uleguerand_Range
16798111,Fissure,"0",180.207,-77.147,500.276,"0000340000000000000000000000000000000000",COP,Uleguerand_Range
16798120,Eternal Ice,"0",575.536,-26.067,-101.472,"0000340000000000000000000000000000000000",COP,Uleguerand_Range
16798121,Eternal Ice,"0",455.518,-82.107,421.435,"0000340000000000000000000000000000000000",COP,Uleguerand_Range
16798122,Eternal Ice,"0",-95.498,-146.098,378.526,"0000340000000000000000000000000000000000",COP,Uleguerand_Range
16798123,Chamnaet Spring,"0","-305.240",3.605,17.977,"0000340000000000000000000000000000000000",COP,Uleguerand_Range
16798125,Buffalostalker Dodzbraz,184,-380.171,"-23.890",-180.797,"0000650200000000000000000000000000000000",COP,Uleguerand_Range
16798129,Goblin Footprint,47,-304.637,-40.927,-554.044,"0000340000000000000000000000000000000000",COP,Uleguerand_Range
16798139,Zebada,232,-308.112,-41.137,-570.096,"010001087D1000200A301F407A50006000700000",COP,Uleguerand_Range
16798144,Planar Rift,"0","-141.000","-19.000","-325.000","00006F0900000000000000000000000000000000",VOIDWATCH,Uleguerand_Range
16798145,Planar Rift,"0","-220.000","-41.000","-503.000","00006F0900000000000000000000000000000000",VOIDWATCH,Uleguerand_Range
16798146,Planar Rift,"0","295.000","0.000","-358.000","00006F0900000000000000000000000000000000",VOIDWATCH,Uleguerand_Range
16798150,Geomagnetic Fount,"0",58.442,-199.381,177.396,"0000340000000000000000000000000000000000",SOA,Uleguerand_Range
16798151,Home Point #1,"0","65.000","-196.500","181.000","0000330000000000000000000000000000000000",COP,Uleguerand_Range
16798152,Home Point #2,128,"379.000","23.000","-62.600","0000330000000000000000000000000000000000",COP,Uleguerand_Range
16798153,Home Point #3,64,"424.000","-32.500","220.000","0000330000000000000000000000000000000000",COP,Uleguerand_Range
16798154,Home Point #4,64,"64.000","-96.500","460.000","0000330000000000000000000000000000000000",COP,Uleguerand_Range
16798155,Home Point #5,"0","-219.000","-1.000","-62.000","0000330000000000000000000000000000000000",COP,Uleguerand_Range
16798156,Ethereal Junction,"0","-241.090","-19.130","-302.630","00008F0900000000000000000000000000000000",SOA,Uleguerand_Range
16798157,Ethereal Junction,"0","-604.660","-48.060","-124.240","00008F0900000000000000000000000000000000",SOA,Uleguerand_Range
16798158,Ethereal Junction,"0","-638.820","-39.200","-16.110","00008F0900000000000000000000000000000000",SOA,Uleguerand_Range
16801888,Wind Pillar,"0",-720.003,8.028,-439.999,"0000320000000000000000000000000000000000",COP,Bearclaw_Pinnacle
16801889,Wind Pillar,"0",-429.147,2.181,-282.974,"0000320000000000000000000000000000000000",COP,Bearclaw_Pinnacle
16801890,Wind Pillar,"0","-880.000","-47.760","-39.990","0000320000000000000000000000000000000000",COP,Bearclaw_Pinnacle
16801891,Wind Pillar,"0","-589.120","1.830",157.005,"0000320000000000000000000000000000000000",COP,Bearclaw_Pinnacle
16801892,Wind Pillar,"0",-760.021,"-111.390",560.007,"0000320000000000000000000000000000000000",COP,Bearclaw_Pinnacle
16801893,Wind Pillar,"0",-429.282,1.592,837.051,"0000320000000000000000000000000000000000",COP,Bearclaw_Pinnacle
16801894,Wind Pillar,"0",119.997,-171.415,759.979,"0000320000000000000000000000000000000000",COP,Bearclaw_Pinnacle
16801895,Wind Pillar,"0",-189.304,1.442,436.989,"0000320000000000000000000000000000000000",COP,Bearclaw_Pinnacle
16801896,Wind Pillar,"0",-519.969,23.942,-800.024,"0000320000000000000000000000000000000000",COP,Bearclaw_Pinnacle
16801897,Wind Pillar,"0",-149.344,1.698,-682.977,"0000320000000000000000000000000000000000",COP,Bearclaw_Pinnacle
16801929,Goblin Footprint,96,"-696.980",2.218,-478.837,"0000340000000000000000000000000000000000",COP,Bearclaw_Pinnacle
16806290,Luminant,"0",254.965,"20.170",-162.072,"0000340000000000000000000000000000000000",COP,Attohwa_Chasm
16806292,Luminant,"0","514.630",19.328,-79.209,"0000340000000000000000000000000000000000",COP,Attohwa_Chasm
16806295,Luminant,"0",383.325,19.586,"182.020","0000340000000000000000000000000000000000",COP,Attohwa_Chasm
16806357,Cradle of Rebirth,"0",320.155,"-23.280",-15.884,"0000340000000000000000000000000000000000",COP,Attohwa_Chasm
16806359,Loose Sand,"0",478.863,19.999,41.674,"0000340000000000000000000000000000000000",COP,Attohwa_Chasm
16806369,Excavation Point,67,-556.528,-11.909,-55.447,"0000780900000000000000000000000000000000",COP,Attohwa_Chasm
16806370,Excavation Point,228,-346.837,-11.488,41.399,"0000780900000000000000000000000000000000",COP,Attohwa_Chasm
16806371,Excavation Point,36,-400.847,-3.056,338.885,"0000780900000000000000000000000000000000",COP,Attohwa_Chasm
16806372,Excavation Point,228,-346.837,-11.488,41.399,"0000780900000000000000000000000000000000",COP,Attohwa_Chasm
16806373,Excavation Point,156,-328.481,"-12.000","68.200","0000780900000000000000000000000000000000",COP,Attohwa_Chasm
16806374,Excavation Point,36,-400.847,-3.056,338.885,"0000780900000000000000000000000000000000",COP,Attohwa_Chasm
16806375,Jakaka,255,-144.711,7.246,-250.309,"0100060673107320733073407350AB6000700000",COP,Attohwa_Chasm
16806376,Planar Rift,"0","40.000","-4.000","-119.000","00006F0900000000000000000000000000000000",VOIDWATCH,Attohwa_Chasm
16806377,Planar Rift,"0","442.000","20.000","-200.000","00006F0900000000000000000000000000000000",VOIDWATCH,Attohwa_Chasm
16806378,Planar Rift,"0","361.000","21.000","222.000","00006F0900000000000000000000000000000000",VOIDWATCH,Attohwa_Chasm
16806382,Geomagnetic Fount,"0",288.633,-21.752,25.448,"0000340000000000000000000000000000000000",SOA,Attohwa_Chasm
16806383,Home Point #1,"0","-200.000","-10.000","342.000","0000330000000000000000000000000000000000",COP,Attohwa_Chasm
16806388,Ethereal Junction,"0","-357.240","-4.000","240.210","00008F0900000000000000000000000000000000",SOA,Attohwa_Chasm
16806389,Ethereal Junction,"0","-595.160","-3.960","119.090","00008F0900000000000000000000000000000000",SOA,Attohwa_Chasm
16806390,Ethereal Junction,"0","-240.480","-3.970","-75.330","00008F0900000000000000000000000000000000",SOA,Attohwa_Chasm
16806393,Harvesting Point,176,-75.886,-5.925,112.456,"0000760900000000000000000000000000000000",,Attohwa_Chasm
16810231,Goblin Footprint,235,-579.373,-1.475,418.256,"0000340000000000000000000000000000000000",COP,Boneyard_Gully
16814514,Stone Door,"0","-330.000",-1.925,"318.400","0200000000000000000000000000000000000000",COP,PsoXja
16814556,Goblin Footprint,223,355.118,"0.000",-22.453,"0000340000000000000000000000000000000000",COP,PsoXja
16814557,Treasure Chest,"0","-331.000","32.000","-272.000","0000C00300000000000000000000000000000000",COP,PsoXja
16814567,Home Point #1,64,"-58.000","40.000","14.000","0000330000000000000000000000000000000000",COP,PsoXja
16818247,Memento Circle,191,-300.057,-2.499,-261.886,"0000340000000000000000000000000000000000",COP,The_Shrouded_Maw
16818248,Memento Circle,"0",-240.035,-18.249,209.766,"0000340000000000000000000000000000000000",COP,The_Shrouded_Maw
16818249,Memento Circle,189,-0.038,21.749,"-70.310","0000340000000000000000000000000000000000",COP,The_Shrouded_Maw
16818250,Memento Circle,192,279.959,61.749,-350.198,"0000340000000000000000000000000000000000",COP,The_Shrouded_Maw
16818302,Goblin Footprint,226,-302.671,"0.000",-233.014,"0000340000000000000000000000000000000000",COP,The_Shrouded_Maw
16822469,Scrawled Writing,128,-17.522,11.791,-118.417,"0000340000000000000000000000000000000000",COP,Oldton_Movalpolos
16822488,Tarnotik,192,160.896,11.999,-55.659,"0000D60300000000000000000000000000000000",COP,Oldton_Movalpolos
16822496,Brakobrik,217,164.605,11.992,-91.253,"0000D80300000000000000000000000000000000",COP,Oldton_Movalpolos
16822500,Rakorok,143,157.331,13.999,"-40.840","0000D80300000000000000000000000000000000",COP,Oldton_Movalpolos
16822507,Koblakiq,123,-64.851,22.834,-117.521,"0000D60300000000000000000000000000000000",COP,Oldton_Movalpolos
16822524,Goblin Footprint,180,-281.026,"0.023",-101.725,"0000340000000000000000000000000000000000",COP,Oldton_Movalpolos
16822525,Mining Point,"0",-27.353,11.397,-141.638,"0000780900000000000000000000000000000000",COP,Oldton_Movalpolos
16822526,Mining Point,"0",-136.898,6.974,56.038,"0000780900000000000000000000000000000000",COP,Oldton_Movalpolos
16822527,Mining Point,"0",-98.912,7.446,98.006,"0000780900000000000000000000000000000000",COP,Oldton_Movalpolos
16822528,Mining Point,"0",-136.898,6.974,56.038,"0000780900000000000000000000000000000000",COP,Oldton_Movalpolos
16822529,Mining Point,"0",-177.497,2.548,216.203,"0000780900000000000000000000000000000000",COP,Oldton_Movalpolos
16822530,Mining Point,"0",-29.411,13.201,-15.271,"0000780900000000000000000000000000000000",COP,Oldton_Movalpolos
16822531,Treasure Chest,64,178.043,"7.980",-75.116,"0000C00300000000000000000000000000000000",COP,Oldton_Movalpolos
16822534,Twinkbrix,189,-292.779,7.999,-263.153,"0000E20300000000000000000000000000000000",COP,Oldton_Movalpolos
16822544,Iron Box,143,-140.954,7.518,157.204,"0000340000000000000000000000000000000000",COP,Oldton_Movalpolos
16822551,Geomagnetic Fount,"0",177.549,7.378,-97.327,"0000340000000000000000000000000000000000",SOA,Oldton_Movalpolos
16822552,Survival Guide,128,"-262.000","8.000","-54.000","0000810900000000000000000000000000000000",SURVIVAL_GUIDE,Oldton_Movalpolos
16826574,Moblin Showman,"0",124.544,19.988,"-60.670","0000D70300000000000000000000000000000000",COP,Newton_Movalpolos
16826608,Sleakachiq,226,162.504,15.999,136.901,"0000D60300000000000000000000000000000000",COP,Newton_Movalpolos
16826609,Furnace Hatch,"0",-99.736,15.017,202.662,"0000320000000000000000000000000000000000",COP,Newton_Movalpolos
16826610,Furnace Hatch,"0",-146.763,14.983,-85.585,"0000320000000000000000000000000000000000",COP,Newton_Movalpolos
16826611,Furnace Hatch,"0",89.114,14.522,66.683,"0000320000000000000000000000000000000000",COP,Newton_Movalpolos
16826612,Furnace Hatch,"0","145.150",18.577,-4.894,"0000320000000000000000000000000000000000",COP,Newton_Movalpolos
16826613,Furnace Hatch,"0",230.624,14.541,28.791,"0000320000000000000000000000000000000000",COP,Newton_Movalpolos
16826623,Mining Point,"0",64.517,14.841,-135.909,"0000780900000000000000000000000000000000",COP,Newton_Movalpolos
16826624,Mining Point,"0",-66.134,15.021,-148.815,"0000780900000000000000000000000000000000",COP,Newton_Movalpolos
16826625,Mining Point,"0",-103.223,"15.320",-193.576,"0000780900000000000000000000000000000000",COP,Newton_Movalpolos
16826626,Mining Point,"0",-103.572,15.108,91.212,"0000780900000000000000000000000000000000",COP,Newton_Movalpolos
16826627,Mining Point,"0",-24.489,15.026,"-98.630","0000780900000000000000000000000000000000",COP,Newton_Movalpolos
16826628,Mining Point,"0",69.433,19.221,185.247,"0000780900000000000000000000000000000000",COP,Newton_Movalpolos
16826629,Treasure Coffer,128,147.728,19.999,-54.936,"0000C10300000000000000000000000000000000",COP,Newton_Movalpolos
16826630,Home Point #1,"0","440.000","28.000","-18.000","0000330000000000000000000000000000000000",COP,Newton_Movalpolos
16830645,Goblin Footprint,171,-108.846,-120.053,-621.341,"0000340000000000000000000000000000000000",COP,Mine_Shaft_2716
16834566,Cermet Gate,"0",-216.449,-8.635,"280.000","0200000000000000000000000000000000000000",COP,Hall_of_Transference
16834567,Cermet Gate,"0",-216.449,-48.635,"-280.000","0200000000000000000000000000000000000000",COP,Hall_of_Transference
16834568,Cermet Gate,"0","280.000",-88.659,"-16.450","0200000000000000000000000000000000000000",COP,Hall_of_Transference
16834582,Goblin Footprint,210,275.724,-81.135,-94.386,"0000340000000000000000000000000000000000",COP,Hall_of_Transference
16839106,Conflux Surveyor,82,"133.000",-72.738,"-824.000","01000501FC100221C930B9408950006000700000",ABYSSEA,Abyssea-Konschtat
16839194,Veridical Conflux #01,160,"120.000",-72.081,"-840.000","0000620900000000000000000000000000000000",ABYSSEA,Abyssea-Konschtat
16839195,Veridical Conflux #02,160,"-162.000","-32.000","-278.000","0000620900000000000000000000000000000000",ABYSSEA,Abyssea-Konschtat
16839196,Veridical Conflux #03,160,"-642.000","0.263","122.000","0000620900000000000000000000000000000000",ABYSSEA,Abyssea-Konschtat
16839197,Veridical Conflux #04,192,"20.000",9.123,"42.000","0000620900000000000000000000000000000000",ABYSSEA,Abyssea-Konschtat
16839198,Veridical Conflux #05,128,"-122.000",15.996,"282.000","0000620900000000000000000000000000000000",ABYSSEA,Abyssea-Konschtat
16839199,Veridical Conflux #06,224,"-318.000",48.187,"562.000","0000620900000000000000000000000000000000",ABYSSEA,Abyssea-Konschtat
16839200,Veridical Conflux #07,160,"478.000",8.293,"122.000","0000620900000000000000000000000000000000",ABYSSEA,Abyssea-Konschtat
16839201,Veridical Conflux #08,32,"242.000","40.000","638.000","0000620900000000000000000000000000000000",ABYSSEA,Abyssea-Konschtat
16839211,Cavernous Maw,128,159.943,-72.109,-839.986,"0000150900000000000000000000000000000000",ABYSSEA,Abyssea-Konschtat
16839217,Machine Outfitter,231,"78.660",-72.578,-801.367,"01000801021002200230024002504E601E700000",ABYSSEA,Abyssea-Konschtat
16839218,Ayame,224,105.788,-72.758,-817.506,"0100030211100920003009400950006000700000",ABYSSEA,Abyssea-Konschtat
16839219,Raibaht,160,85.112,-72.007,-776.784,"01000E0800101820003015401750006000700000",ABYSSEA,Abyssea-Konschtat
16839221,Julio,240,-267.064,-29.768,-198.099,"0100090100100320003014401450006000700000",ABYSSEA,Abyssea-Konschtat
16839222,Silver Owl,95,-629.722,"7.790",201.685,"0100090817100920003011401150006000700000",ABYSSEA,Abyssea-Konschtat
16839224,Argus,215,"-608.820",7.184,209.048,"01000C0100100D20163005400550006000700000",ABYSSEA,Abyssea-Konschtat
16839225,Helga,183,-126.895,48.508,488.122,"010002025F105F2097305F405F506A6100700000",ABYSSEA,Abyssea-Konschtat
16839226,Cleades,183,-119.323,50.052,"492.210","0100090100100D20163005400550006000700000",ABYSSEA,Abyssea-Konschtat
16839227,Naji,195,247.928,20.748,480.097,"0100050100000000000000000000000000000000",ABYSSEA,Abyssea-Konschtat
16839245,Flaco,160,"98.630",-73.324,-809.661,"0100070100101520153015400050006000700000",ABYSSEA,Abyssea-Konschtat
16839246,Echo Hawk,"0",118.935,-71.171,-820.761,"0100170812100820003006400650006000700000",ABYSSEA,Abyssea-Konschtat
16839247,Ihsan,96,118.668,"-72.000",-800.223,"01000F01021002200230024002504E601E700000",ABYSSEA,Abyssea-Konschtat
16839269,Offa,178,121.815,-73.691,-845.098,"00006E0000000000000000000000000000000000",ABYSSEA,Abyssea-Konschtat
16839270,Red Canyon,48,-280.789,"-32.000",-207.149,"010008080510022016300240025071602D700000",ABYSSEA,Abyssea-Konschtat
16839271,Sugandhi,248,-648.407,6.583,182.449,"01000D0200101120113015401550006000700000",ABYSSEA,Abyssea-Konschtat
16839272,Romualdo,176,-121.496,48.066,485.342,"0100090105100D20053005400750FF6000700000",ABYSSEA,Abyssea-Konschtat
16843064,Memory Flux,"0","-100.000",-3.161,-140.003,"0200000000000000000000000000000000000000",COP,Promyvion-Holla
16843065,Memory Flux,"0",100.005,-3.028,-140.005,"0200000000000000000000000000000000000000",COP,Promyvion-Holla
16843066,Memory Flux,"0","-419.970",-2.909,180.043,"0200000000000000000000000000000000000000",COP,Promyvion-Holla
16843080,Rendezvous Point,82,84.995,"0.039",94.853,"0000340000000000000000000000000000000000",COP,Promyvion-Holla
16846948,Radiant Aureole,"0","0.044",-119.249,360.028,"0000340000000000000000000000000000000000",COP,Spire_of_Holla
16846969,Goblin Footprint,191,-8.486,"-2.000",-294.418,"0000340000000000000000000000000000000000",COP,Spire_of_Holla
16851288,Memory Flux,"0","-300.000","-2.500","-100.000","0200000000000000000000000000000000000000",COP,Promyvion-Dem
16851289,Memory Flux,"0","-20.000","-2.500","180.000","0200000000000000000000000000000000000000",COP,Promyvion-Dem
16851290,Memory Flux,"0","220.000","-2.500","340.000","0200000000000000000000000000000000000000",COP,Promyvion-Dem
16851304,Rendezvous Point,85,167.428,"0.000",-61.931,"0000340000000000000000000000000000000000",COP,Promyvion-Dem
16855155,Radiant Aureole,"0","0.044",-119.249,-360.028,"0000340000000000000000000000000000000000",COP,Spire_of_Dem
16855176,Goblin Footprint,191,-8.486,"-2.000",294.418,"0000340000000000000000000000000000000000",COP,Spire_of_Dem
16859493,Memory Flux,"0","260.000","-2.500","180.000","0200000000000000000000000000000000000000",COP,Promyvion-Mea
16859494,Memory Flux,"0","300.000","-2.500","-220.000","0200000000000000000000000000000000000000",COP,Promyvion-Mea
16859495,Memory Flux,"0","-260.000","-2.500","-180.000","0200000000000000000000000000000000000000",COP,Promyvion-Mea
16859509,Rendezvous Point,140,-99.496,"0.000",184.042,"0000340000000000000000000000000000000000",COP,Promyvion-Mea
16863320,Radiant Aureole,"0","0.062",-119.249,-359.975,"0000340000000000000000000000000000000000",COP,Spire_of_Mea
16863341,Goblin Footprint,225,-12.317,-0.962,281.667,"0000340000000000000000000000000000000000",COP,Spire_of_Mea
16867728,Memory Flux,"0","-340.000","-2.500","140.000","0200000000000000000000000000000000000000",COP,Promyvion-Vahzl
